ulasan_bersih,sentimen
keren bgt go pay nya klu bisa semua perbelanjaan ada go pay nya 👍😊,positif
mantap semoga upgrade akun saya ke gopay plus tidak ada masalah tolong ya min,positif
makin lama pesan makanan lapar sampai ketiduran nungguin pesanan,negatif
lokasi selalu tidak sinkronisasi dgn pnjmputan,netral
min buat apa dikasih gocar hemat kalau drivernya gapada mau ambil saya sudah ganti  kali driver dan nunggu  menit krna gonta ganti driver krna tdk ada respond  dibatalkan dr pihak driver,negatif
tolong dong untuk aplikasi ojek online kasih tambahan pilihan opsi driver laki atau perempuan jadi yg perempuan muslim bisa pilih driver perempuan  kalo make driver laki bukan mahrom haram semoga di dengar dan akan di realisasikan aamiin,netral
sellui sesuai pesan dan sellu di infokan bila barang yg dipesan tdk ada,positif
layanan memuaskan cepat dan nyaman serta pengemudinya ramah,positif
penataan aplikasi yang sekarang lebih ribet dan susah lebih enak yg versi dulu,netral
selalu puas dengan semua pelayanannya yang sangat membantu dan memudahkan saya dalam hal apapun thank you gojek sukses dan maju selalu,positif
aplikasi karya anak bangsa sangat membantu dan keren,positif
gan ini gimana saya baru daftar tapi no saya sudah pernah daftar  menurut aplikasi  setelah saya login pakai kode otp nah profil saya nama sama email orang di situ apa no saya pernah dipakai buat daftar sama orang lain,netral
sangat membatu pas lagi perut laper mager keluar go food 👌 jadi sasaran 😁,positif
saya coba top up melalui mobile sukses saldo saya yg di bca kepotong tapi saldo yg di gopay gak mengisi,negatif
bisakah harga makanannya gak mahal gitu spya lebih mantap lagi,positif
harga gofoodnya udh terlalu mahal disini apalagi tambah biaya aplikasi udah naik gak kaya dlu,negatif
login berulangkali gagal padahal sinyal bagus nomor aktif pulsa mencukupi,positif
jangan mau daftar gopaylater gopaylater nya udah ga kaya dulu lagi yang di findaya di mab kocak masa outlet online gabisa buat transaksi pakai paylater wkwk dikibulin sama gojek doang apalagi cs nya cuma balas bot ntr blsnya analisis kamu belum memenuhi,negatif
sangat membantu proses cepat dan harga bersahabat,positif
mungkin harus ada penambahan fitur merubah rating yang sebelumnya diberikan seperti di playstore,negatif
kok bisanya disuruh update pas order gofood mas ojolnya lagi ngechat g bisa bls gra ngotot suruh update kan tai,negatif
skrg aplikasinya klo mau cancel susah banget dlu aman aja,positif
saya pernah naik gojek alhamdulillah pelayanan sangat baik dan ramah mdh selanjutny lebih bagus lagi ya aamiin,positif
senang bisa berkendara dengan gojek tetap pertahankan kualitasnya dan tingkatkan selalu layanan service terbaiknya,positif
susah bgt mw registrasinya edit lumaayan sekarang lebih mudah dengan gopay,positif
sangat membantu dimanapun kapanpun terima kasih sukses terus gojek,positif
hanya saran tolong dong di kasih fitur bisa top up lewat pulsa udah itu aja,positif
menyenangkan cepat sampai lancar sopir ramah dan santun,positif
pelayanan driver kurang memuaskan pengantaran makanan selalu terlambat selalu tertulis kendala di jalan atau hujan yg nyatanya ga macet dan hujan,negatif
saya mohon tambah layanan go service di kota magelang sekarang konsumen di kota tersebut sudah banyak dan padat terimakasih,positif
mau pesan gocar nya kok susah amat pke kode segla biasa gx pke kode ini ribet bngt  tlong perbaiki,negatif
sya baru saja mendapat kan tlfn dari pihak aplikasi gojek katanya saya mndpt kan uang sebesar  juta benar gk tu tapi stlh saya cek di rekening gk ada msuk,negatif
perjalanan jd lancar tdk usah menunggu mobil angkutan umum,positif
kenapa tarif gojek skrng naik dan tidak terjangkau skrng malah naik  selama ini gojek sangat membantu bagi kami yang selalu menggunakan gojek setiap hari sekarang malah kok gak terjangkau lagi dan saya sekarang akan beralih naik angkot karena tarif gojek yang biasa naik motor rp  kalau bayar pakai gopay bisa rp  sekarang malah jadi rp  sangat berat sekali dan tidak terjangkau dan membuat pelanggan kecewa tolong lah di kembalikan ketarip semula biar kami bisa memakai jasa gojek lg,negatif
pembayaran lancar,positif
haraganya mahaaal sekali mau transaksi di tokopedia langsung di blok,negatif
aplikasinya bagus dan mudah untuk upgrade ke plus nya,positif
super aplikasi yg membantu semua kebutuhan kita semua  jam sukses terus gojek,positif
saya sangat suka pakai aplikasi gojek selain cepat juga banyak promo ny,positif
bagus tapi klo bisa ngadain ivent saldo gopay gratis biar pengguna nya nyaman,positif
dapet driver jauh  tambah mahal belum ada perubahan sampai saat ini,negatif
ubah lokasi dari jauh ke tempat yg lebih dekat knp sama harga nya rugi saya gojek gak profesional,negatif
aplikasi bagus semakin kesini semakin nyaman digunakan terlebih lagi dapat fitur gojek paylater hehe makasih ya gojek🔥🔥,positif
aplikasi yg sangat berguna mohon info utk jika upgrade bisa dapat  juta,positif
lama kali terupdate nya bisa gak dipercepat,negatif
pelayanan makanan sangat lambat pesanan sy di bawa kmana sm driver  dan miris nya itu si driver bilang ongkos ny hanya rb hahh sy kan bayar rb,negatif
pelayanannnya keren cepat dan ramah,positif
klo driver susah dihubungidriver tidk bergerak menunggu sudh lebih  menit pdhal driverx dekat dri lokasi penjemputan kita batalkan dan cri lagi malah lebih lama lagi dapet driverx konsumen dirugikan klo begini lebih enakan grab,negatif
kalau download pasti suka kalau nanti ada yg suka aku akan tambah bintang jadi,netral
klo buat berpergian jadi gampang mantul,positif
keamanannya gimana ya masa saldo gw tiba tiba terkuras  diliat dari riwayatnya beli zipoapps sama vulcanproducts mana gaada lagi yang megang hp ini selain gw please kembaliin saldo gw,negatif
jujur aja semakin hari malah makin mahal dan promo nya dikit pdhl pengguna lama trs pake voucher biar dpt coin mlh coin nya lenyap dan ga dikasih esmosi aing teh,negatif
kenapa lokasi titik jemput mesti meleset terus yaah,netral
goclub jadi tidak berguna grab lebih banyak promonya kayaknya udah banyak tikus nih di gojek makanya jadi jelek,negatif
harusnya lebih sering mengadakan promo go food nya,positif
jangan lupa tingkatkan lagi pendapatan drever juga kasian drever juga manusia yang butuh biaya hidup potonganya jangan terlalu besar,positif
sangat membantu untuk transaksi maupun berbelanja dari rumah,positif
admin setiap bulan saldo gopay saya di potong sphereoplay sebesar rp  itu potongan apa ya saya gk merasa berlangganan apa itu sphereoplay mohon di bantu apa itu,negatif
aplikasi yang sangat membantu dalam perjalanan terima kasih,positif
kenapa kok selalu keluar go pay suruh pasang pinjadi mengganggu sekali,netral
gojek sukanya membatalkan pesanan sehingga harga kirim naik naik naik dan saya merasa rugi selalu di batalkan sedangkan saya lagi sibuk,negatif
driver gobox banyak yg beda muka dan beda plat mobil nyasebaiknya di buat vermuk seperti gocar dan goride,negatif
jadi lebih mudah dengan adanya aplikasi gojek kemana mana dan pesan apapun jadi lebih gampang 👍👍👍,positif
fitur nya gmpang d gunakan driver nya ramahramah,positif
ini adalah aplikasi yang mudah dan gampang jadi tidak ribet ayo buruan donwlod,positif
aplikasi jahatt driver nya juga sebagian kurang penegasan seenaknya,negatif
tingkatkan terus pelayanan dan aplikasinya agar lebih baik,positif
iklannya ngespam tiap menit iklan gojek ganggu banget,negatif
baik utk transportasi dan belanja makanan,positif
ko ga bisa masuk pakai email  terus bagaimana nasib email yg sudah terhubung dengan akun gojek yang nomor nya sudah hilang  woy,negatif
gimana sih kok titik nya suka nggak sesuai sama lokasi pantes ongkir nya mahal kalo pesen gofood,netral
selalu minta update aplikasi yg baru dan kapasitas nya lebih besar  hadeeuuhhh menyebalkan,positif
hallo selamat malam saya melakukan transfer ke rek bri tapi knpa masih di proses biasa nya cepat apakah sistem mangalami gangguan,netral
beberapa hari ini saya pakai gopay harganya tetap sama dengan cash lonjakan beanya juga tidak masuk akal sepertinya saya akan pindah pakai grab saja padahal saya pelanggan setia gojek bertahun dan pakai setiap hari saya juga sangat jarang dapat kupon padahal teman saya yg jarang pakai gojek selalu dapat bye gojek,negatif
update gopay plus udh sebulan ditolak muluga berhasil berhasilsaldo masih nyangkut dsituwlwpun ga bnyk,negatif
sudah seminggu gw mau gofood tetap ga bisa mulu server penuhkapan bisanya,negatif
gojek mantab murah cepat dan banyak promo lainnya semakin banyakin promo semakin mantaabbb,positif
sudah bagus namun biaya tol tidak terlihat di struk,positif
terima kasih gojek sudah selalu siaga antar anakanak saya dari sekolah sma sampai kuliah bahkan  orang sudah lulus kuliah suka pakai gojek kalau saya lagi tidak bisa antar anakanak saya ke sekolah atau kampus,positif
aplikasi bagus tp saya pernah punya pengalaman satu kali kurang baik saat awal jadi pengguna jasa gocar ttp dmnta byrcash pdhl jatahnya dpt bonus freetrip😢,positif
banyak erornya aplikasi kadang gak bisa di buka aneh,negatif
ini gimna sih tiap pesen gofood pesenan saya di batali mulu niat gk sih sebenernya tolong dong perbaiki,negatif
saya tidak bisa mendownload aplikasi ini setelah ada notifikasi update,negatif
sistem ga jelas jangan mau deh pake gopay transaksi normal aja di blokir bener² ga jelas transaksi normal ga melakukan hal yang mencurigakan tapi tetep aja kena blok mana isi saldo di akun ku gede lagi duhhh yang mau make gopay siap² aja makan ati,negatif
dendan gak ngotak sy cuma pinjam rb didenda rb,negatif
mau upgrade ke gopay plus pun susah kali untuk verifikasi ktp udah dibuat ktp lama x deteksinya sampe panas hp ku habis waktu kentut la,positif
jangan terlalu banyak update bokeh update asal ukuran tidak besar,positif
masih tak tertanding dgn aplikasi lainnya tarifnya di murahin lagi yaaaa,positif
dicating balasnya lama banget  giliran balas nanya udh dimana  dijemput titiknya beda ingat nih kalo mau order liat titik jemputnya bener ngga baru order jd gak nyusahin driver utk orderan go mart atau go food tolong jgn nyusahin driver ambil dibawah atau titip satpam jgn suruh antar ke ruangan perawatan rumah sakit,positif
tolong lah mass saya ngumpulin duit setiap hari sampai lupa untuk tidurmakan masa pass udh k ke block mohon mass tolong buka kan block saya itu duit bapak saya yang udh meninggal,negatif
gmn ini aplikasi kok kaya sampah giliran urgent g bisa pake gopay pembayaranya payah mnding g ush ada gopay uang gua abis buat beli gopay tpi g bisa dipake payah amat ni aplikasi,negatif
sangat bermanfaat di kalangan masyarakat  maju terus gojek indonesia semangat,positif
sudah update malah gbs top up saldo katanya no hp salah pdahal tetep sama,negatif
tidak cukup bagus,negatif
kecewa benget saya gk bisa masuk ke akun saya karna ada tulisan tunggu sebentar ya kami terlalu banyak permintaan  tolong di benerin lg y,negatif
apk keren saya bisa menabung uang hasil jb saya se harihari apk ny keren banget aman dan terpercaya,positif
percumahngasih limit payleter tpi ga bisa di pakegojektambah kesisitbah ga jelas,netral
bagi saya gojek adalah kebutuhan pokok yg mempersingkat waktuhemat biaya  praktis semangaat para driver online semoga selalu d limpahkan kesehatanrezeki  berkah dari alloh swt amiien,positif
bagus jadi mudah dlm bertransportasi,positif
aplikasi taeekkdriver lo manja njing stasiun lenteng agung ke jln pintu air  yg jaraknya km aja pada kaga mao alesan kejauhan pesen udh dpet malah seenaknya pada di cancel in dan luarbiasanya dari pihak gojek nya kaga di hukum tuch driver nya sampahhh,negatif
mesen gofood selalu lama bgt dibandingkan dengan shopee dan grab si gojek lebih lama no rekomended,negatif
sinyal bagus tapi pas buka apl saldonya ga keliatan,negatif
keren dan mantap semua bisa lebih gampang sekarang thanks gojek,positif
promo gofood untuk pembayaran tunainya gak banyak lagi,negatif
bagus cepat dan bnyak promonya,positif
seharusnya kalo driver nya ngebatalain itu dikirangin juga dong ongkos nya jangan pas penumpang batalin doang ditambahin ongkosnya adil gitu kek,netral
poko nya bintang  dahh,positif
maksudnya apasih tolol gw mau mesen gofood malah dibilang aplikasi gojek sedang banyak digunakan gw laper jing sia gw top up gopay banyak,negatif
banyak kemudahan bisa pesan makanan mudah perginya,positif
saat saya pakai gojek ternyata bisa kemanamana aja gampang cepataman dan nyaman,positif
aplikasi lelet beli tiket go transit  ment baru bisa ke beli,negatif
aplikasi yang sangat bagus dan banyak memberikan kemudahan sangat keren,positif
cepat dan memuaskan draver ramah dan sopan,positif
saya mau updete kok gaak bisa trus app gojek saya gangguan tdak di bolehkan untuk mesen gak tau kenapa,netral
bnyk promo harga juga lebih terjangkau,positif
perjalanan jadi mudah dan gampang terimakasih 🙏,positif
yg bilang kendaraan driver harus di service rutin enak bgt klo ngomongemg service di kira murah kali yak buat kebutuhan sehari hari aja pas pasan ini lagi di suruh service rutinemg pembiyaan service di tanggung gojek kagaak pake duit hasil keringet sendiri cooyy,positif
tlongiklan gojek gomart selalu keluar  detik sekalisaya kesal,negatif
udh bagustp terkadang tidak bisa login pakai no hpmasalah ny knp ya,positif
pelayanan nya semakin baiktingkatkan trstambah sukses untuk app gojek,positif
perjalanan lebih mudahdan cepat,positif
kadang lemot kadang ngk bsa buat ngasih bintang nya tolong diperbarui lg mksh,netral
kacau banget nih sistem buatan manusia sekarang beda sama sistem gojeg sebelum nya lancar lancar aja dulu,negatif
transaksi mudah dan simple serta hemat uang dan waktu,positif
ngisi saldo etoll gk masuksueeee transaksi berhasil tapi gk masuk,negatif
parah nic aplikasi pesan food malah di bodel pengantarannya otomatis jadi lama sampai nya si driver,negatif
kemahalan biaya admin payleternya disaat aplikasi sejenis menggratiskan biaya admin payleter ini malah mecekik,netral
banyak promo dan pengemudinya on time,positif
enak sih pake gojek apalagi mesen makanan di go food pake gopay 😁 tapi kalo untuk naik gojeknya pake gopay kadang abang nya suka cemberut sepanjang jalan sampe tujuan kan gw juga jadi ikutan kesel,positif
sangat nyaman dan fleksibel menggunakan aplikasi gojek,positif
ga bisa doble vocer gak enak pindah maxim aja ongkirnya murah juga,negatif
aplikasi tololl pesen goride aja lama padahal mitra bnyk makanya jgn diberlakukan sistem sortir,negatif
gak ada promo  voucher gocar  gosend  goride dan gofood juga ongkir gofood jadi malas mau pesan lewat gojek sekarang gak kayak dulu banyak vouchernya,positif
sya suka dgn aplikasi gojek inihrga ssuai jarak tujuan gk kyk aplikasi lain jarak jauh dkt ttp aja mahalsukses trs gojek smngat 💪,positif
hp saya hilang sedangkan no sama email nya gak ada  bisa di bantu gaksoal nya saya masih punya hutang paylater mohon di respon,positif
tolong buka aplikator driver go jek di brebes dan pemalang di bukaagar memudahkan kami berpergian disini hanya ada grab,negatif
jam  malam gocar comfort hilang pagi ini comfort hilang,negatif
kapok pake gopay akun di bekukan terus saldo di hanguskan dengan alasan aktivitas mencurigakan aneh padahal cuma pakai buat pesen makan heran dah sampe menghanguskan saldo di dalam akun,negatif
aplikasi terkini pelayanan cepat n profesional,positif
tadi pagi saya dapat voucher diskon dari gojek   lah kenapa gak bisa di pake coba sedangkan pesan dari gojek masih ada pas pesannya di buka malah vocher nya gada jangan cuman ngasih harapan palsu kebanyakan hoax nih gojek,netral
aplikasi nya error atau gimana ya aku baru download langsung gabisa kebuka😞😞😞,netral
aplikasinya membantu saya dalam membeli makanan sangat praktis makasih,positif
jangan di download lah pokoknya nyesel nanti gapernah ada voucher lagi sekarang kan lumayan buat sana sini mending download grab buat yang belom download,negatif
tolong saya kan saya lupa pin kan trs saya coba masukin kode tapi ad tulisannya gopay saya di nonaktifkan sama pihak gopay tolong jangan di nonaktifkan saya masih punya saldo k,negatif
aplikasi tokaitiap tarik ke bankpending trskirim gopay gak bisa pdhl br upgrade,negatif
mohon di perjelas dketerangan aplikasi yg muncul mngenai pmberian tips ke driver sya pernah kecolongan x krn tdk ada keterangan di aplikasi yg muncul bgtu driver slsei menurunkn sya saat itu pmbyrn sya lakukn cash lgsg sya ksh tips sbsr rb kmdian daplikasi muncul mngenai tipssya kira tips yg sya berikn lgsg kdriver saat itu jg akn dperjelas di keterangan aplikasi tsbmka sya klik nominal rbtrnyta itu mngurangi jumlah nominal gopay sya brkurang rb tdk ada solusi pngembalian dana,negatif
mau pesen goride aja susah bgt untuk koneksi internet jaringan bagus,negatif
sya ga prnah di marahin yaa  tpi tdi siangg sya dimarahin tukang ojek grgr titik salah hanya beberapa metr dan krna dia kepanasan cuma menit blng nya lama  sya sudah jelasin tpi dia mencoba mebela diri  sya sebagai perempuan ga terima di marahin cuma grgr hal sepele tolong donkk gojek jgn ada lagi driver yg ga sopan seperti ini saya naik ojek bayar,negatif
aplikasi sangat bermanfaat cocok bebelanja dari rumah saja tinggal pesan online terimakasih,positif
ngen motornya bisa cepat sikit tak nak beraaak nii,positif
lebih mudah untuk melakukan kegiatanbaik belanjaberpergian,positif
oiiii ongkos gojek murahin kyk dulu  kenapa kalian tidak belajar dari cina harga dikit tapi terpakai harga mahal tp apk nya ngk terpakai kepala nya dimonopoli sama korup ya,negatif
lebih aman dan cepat dan tarifnya pun tidak mahal,positif
apk bagus membantu banget buat mager tp disc gomart gada lagi skr sedikit kecewa,netral
saya pelanggan setia gojektp skrg saya beralih ke grab karna gojek sudah mahal voucher juga tidak ada lagi dikasih pdhl sy selalu menggunakan gopay,negatif
makin lola aja mana drivernya kaga pada fast respon,netral
saya kecewa atas salah satu perlakuan driver area sidoarjo saya pesan makanan sudah nunggu  jam tapi ga di anter tiba ada notif pesanan anda sudah di antar tolong di tindak lanjuti driver kayak gitu,negatif
apaan ini gojek saya bayar mahal di aplikasi tapi ke drivernya di bayar murah banget saya merasa di tipu oleh anda tolong kepada petinggi gojek lebih merhatiin kerja kerja driver,negatif
gw nyesel pake gojek gw dimarahin drivernya didepan banyak orang gw cancel karna gak jalan² di maps nya dan udah konfir juga eh tau² dateng marahin gw padahal gw nunggu lama di cimahi mana jauh banget posisi drivernya wajar gw cancel karna ngeje kereta,negatif
kacau aplikasi setelah di perbarui jadi gak jelas asem,negatif
pengantaran pesanan cepat banget adanya ngebut,positif
saldo x gamasuk makin kesini makin kacau gojek status masuk ke gopay tabungan pas dicek nihil,negatif
apk nya sangat baik tp drivernya terlalu berani masa mksa minta bintang sampai bawa komplotan tukang gojeg saya malu lah sama tetangga di sangkanya sy punya masalah apa,positif
gojek memang bisa di mengerti di saat aku lagi kelaparan wkwk bisa melayani dengan setulus hati nyesel klo gak downlod mah terimakasih gojek semoga lancar terus amiin,positif
sering perlu update pas lg mau pesan cepat,positif
sangat memudahkan dan membantu di setiap kebutuhan yang tanpa harus keluar rumah,positif
suka bug asuu setiap tf dari dana ke gopay bgsd bikin telat kerja jadinya,netral
bagus akan lebih baik lagi kalau harga gofood tidak terlalu jauh dari harga restonya,positif
aplikasi terbaru sulit utk mencocokkan alamat,negatif
pesan gosend tapi ga ada pilihan metode pembayarannya,negatif
alpikasi yang sangat bagus tingkat terus pelayanan terimakasih,positif
sudah baik semoga kedepan tambah baik dan merakyat dari pelayanan santun bersih dan cepat respon,positif
kenapa aplikasi ny pas dibuka loading trs padahal signal bgus,negatif
di batalkan gak bisa driver gojek nya masih jauh banget dari titik penjemputan mengecewakan banget,negatif
mau upgrade aja susah amat padahal udah sesuai gimna sih ini app bikin pusing aja,negatif
isi pulsa di my telkomsel bayar pakai gopay ga bisa langsung menuju pembayaran malah masuk ke tampilan gojek di playstore 🥱🤦‍♂️,negatif
susah di install mau di pake harus update beralih ke grab lah kalo gini,negatif
kenapa pas mau pesen gofood ada beberapa tempat makan yg tulisannya tutup padahal udah jadwalnya buka dan pas disamperin langsung ke tempat makannya ternyata buka,positif
harus di tingkatkan lagi keamanan ada modus baru penipuan,negatif
driver jauhjauh semuajdi malah ke double pesanannya tolong dongadain aja fitur batalkan pesanan nyusahin sumpah,negatif
kenapa iklan di aplikasi fizzo sering bgt jdi keganggua lagi baca novel,negatif
semoga aplikasi ini selalu normal dan tidak pernah ada kendala,positif
ngapain diadain hemat kalo drivernya tidak melayani dengan baik dan ramah,netral
mohon bantuannya kenapa gopay saya tidak ada menu tarik tunai nya saya kasih bintang  dulukalo dh bisa bintang  mohon bantuannya terimakasih,netral
knpa y ko aplikasi gojek aq g bisa di buka tolong per baiki doxin aq coba donlot lagi trus klo ke buka nnti bintang y tak tambahin jadi  bintang,negatif
buat kalian orang yang berpendidikan rendah  ketahuan dari cara kalian menyikapi masalah ttg bahasanya  bahasa inggris itu bahasa internasional kalo wna menggunakan aplikasi ini belum tentu dia mengerti bahasa indonesia berpikir sbelum bertindak dasar idiot,positif
masa saya tidak bisa memesan makanan di bilang akun saya bermasalah masalah nya di mana coba,negatif
semakin lengkapsemakin beratsusah dibukamenumenu nya ngumpet masa harus ganti hp 😂,netral
mengecewakan setiap mau pesen gofood dg promo pasti notifnya area resto ini lagi sepi driverudah dicoba sampai x ganti resto tetep aja sama whooooiiiiiikalau ngk niat kasih promo jangan kasih voucher dong custumer rugi nih udah top up gopay mau dipakai buat promo malah ngk bisa sekelas gojeek driver dimana² ada koksampai gagal pesen gofood gara² ngk ada driverkooooccccloookkkkk,negatif
suka banget pake aplikasi gojeg tiap hari suka pake tapi ga tau kenapa udah hari ini susah dapetin driver,positif
jarak deket mahal banged ada promo tapi untuk gocar semua ampun dech nih gojekkkk,negatif
sekedar saran ajabagaimana setiap pengguna aplikasi ini wajib registrasi fto ktp dan nikagar tidak se enak nya menggunakan aplikasi ini untuk sekedar iseng dan ngerjain para driver karna klo sekedar registrasi no hp mudah untuk gonta ganti akun jika akun nya di bekukandan memberikan paylter perdana rb untuk promo app,netral
saya tidak bisa mendaftar karna email saya sudah terdaftar dan itu bukan saya,negatif
sekarang udh bagus banyak promo  mantaappp,positif
parahhh saya lupa semua data karena hp saya hilang yang satu lagi tolong bantu di proses secepatnya,negatif
ko update sekarang suka keluar dari aplikasi padahal ram hp saya gb,netral
akun saya hilang dan ga bsa masuk saldo saya ada di dalam sekarang ga bisa masuk tolong solusinya agar saldo saya kembali,negatif
aplikasi memang mantap semua aktivitas beban berat bisa di kurangin oleh gojek,positif
bagustepat waktutp terkadang ada driver yg jutek,positif
driver gojek pemilih bgt jarak dekat g mau pake promo g mau ambil ke tmpt pmesanan g mau mau ny nunggu dpn gang dikira sy yg pnya barang apa ribet grab aja g prnh pilih gt sebel,negatif
pt gi tidak adil dalam pembagian order ke driver harusnya di bagi rata orderannya kasihan driver yang ga dapat orderan sama sekali ada yang  minggu belum dapat orderan sama sekali sementara hapus dulu driver prioritas biar semua driver kebagian order terapkan sistem pemerataan order besok kalau tidak ada virus corona baru terapkan lg sistem prioritas,negatif
cukup membantuaplikasi nya bagus and simple,positif
murah cepat ramah pelayanannya,positif
aplikasi tdk pernah ada masalah sering ada promo 👍👍,positif
kenapa sy mau update aplikasi gojek ga berhasil harus gmn ya,positif
sangat kecewa karena tiba² layanan pembayaran gopaypinjam hilang,netral
menyenangkan simpek mudah dan praktis,positif
saya lupa pindan nomer saya juga sudah tidak aktif saya tidak bisa bertransaksi karena lupa pin dan nomer telpon saya sudah tidak aktifbisa kah anda membantu saya,positif
kenpa pembayaran saya tdk di terimah oleh pihak indihome bosku saldo sy terpotong tapi wifi sy dimatikan sm indihome padahal sy sudah membayar melalui aplikasi ini,positif
gk usah banyak bacot yg ngomen kasih bintang satu dan uninstal aplikasi sampah ini agar di kick dr google play biar gk nongol lg d google playsimple knhahahah,negatif
saya sangat kecewa dengan aplikasi gojek dipalembang ini drivernya gak sopan malah marah sama saya padahal sya customer harusnya di berlakukan dgn baik gakada senyum nya kayak muka gak seneng itu cmn gara salah paham masalah alamat pengantaran dio nelpon saya kok nada bicara nya kasar kayak bentak saya baru kali ini ketemu driver gojek yang singing gak ramah malah marah kecewa dengan aplikasi ini,negatif
bagi orang awam sulit di pahami terlalu banyak seponsor sitiasi pademi petlunya simpel aman meyakinkan madrakat,positif
suka dan bagus krn bnyk diskonnya tp sdh trauma pakai gocar memang sy slah pemesanan hrsnya pesan l utk  org tp sy pesannya yg biasa sebenarnya kl pesen biasa buat  org gpp kankl driver menolak krn slah pesan sy maklum tp tiba² smp rumah hp sy di minta dia ksih rating bintang  dg alasan menjelaskan slah aplikasi pemilihan dan minta tmbh bayar tp krn sy sdh emosi ya sdh alasan sy tdk diterima ya saya kasih aj kekurangannya jadi kl mau gocar wes bener² pindah lain cmn kl gofood msh ok,negatif
saya mau nanya aplikasi gojek saya kan kl mau pesan sll klr mll aplikasi nya saya cb hps n dwonload lg knp ga mau ya apa lg ada gangguan aplikaai gojek nya mksh banyak,negatif
pelayanan baik tetap dipertahankan,positif
sangat membantu perjalanan lebih mudah cepat dan aman,positif
makin lama gojek makin pelit ama voucher gofood nya jarang goride jga jrang  gmana mau order kalau gk ada yg menarik dari voucher nya,negatif
masak transfer pakek ktp segala gimana kalau yang transfer itu masih pelajarsaya sangat kesal dengan sistem ini,negatif
aneh stlah diupgrade malah fitur go food nya ga bisa dibuka,negatif
bagus tingkatkan tambah lagi fitur pendukungnya,positif
kasian suami saya kena suspend padahal tidak melakukan pelanggaran selektif lah dlm memberikan hukuman kalian besar karena mitra,negatif
saya punya tunggakan di gopay pinjam tapi disaat saya mau membayar fitur gopaypinjamnya tidak bisa dibuka alias loading terus menerus tarus saya harus bagaimana untuk membayarnya jika fiturnya aja tidak dapat dibuka mohon solusinya,negatif
bukannya apaapa aku agi bad mood aja garagara order go food di cancel terus,negatif
aplikasi dan layanan yang profesional dan merakyat mantap 👍,positif
tolong buat aplikasi gojek customer ini kalau mau daftar di sertakan foto ktp foto orangnya serta alamatnya yang jelas supaya meminimalisir orderan fiktif penipuan kasian driver banyak yang di tipu sama akun² customer gojek ini jadi performa driver berkurang kerugian materi juga tolonglah admin yang cerdas,negatif
aplikasi yg selalu membantu dan bisa diandalkan dalam kondisi apapun 👍👍👍,positif
sangat membantu ayo segera download aplikasi ini anda tidak akan perna menyesal karena kegunaan nya banyak sekali😁😘😘😘,positif
menyenangkan pake aplikasi inikl pas magersangat membantu,positif
sekedar saran tolong untuk nomer customer jng di buat samar driver kesulitan menghubungi customer waktu di call gak di angkat sama customer karena nomer  padahal driver yg call,netral
mempermudah aktifitas dalam transortasi belanja pesan makan era now,positif
aplikasi yg sangat baik dan sistem uprige sangat cepat,positif
pertanyan utk pay later nya nggak pernah bisa di gunakan tapi ada pagu nya kenapa ya,positif
keren dan sangat membantu tolong terus beri harga bersahabat untuk rakyat,positif
saya beli gopay buat mesen gofood untuk sahur nantitapi malah gabisa bayar pake gopay ini maksudnya gimana ya kecewa bgt nanti sy sahur pake apa makin kesini harusnya makin ditingkatkan dong kualitasnya kok malah makin turun klo saya udah bisa mesen gofood bayar pake gopay br sy kasih bitang,negatif
seneng bgt pake gojek cepet n murah ongkosnya jadi bisa lebih hemat sukses terus buat gojek ya semoga ke depannya makin banyak promo dan inovasi baru lainnya,positif
gercep dan kebanyakan driver bisa baca map jadi keren,positif
aplikasinya bagus banget aku suka tapi sering memperbarui padahal udah bagus aplikasinya,positif
untuk sekian kalinya lagi lagi ya ga ada angin ga ada hujan ujug paylater diblokir tanpa pemberitahuan padahal bayar jg ga pernah telat seharipun,negatif
sudah bagus dan semoga selalu mengadakan pengembangan yg bisa memuaskan semua pihak,positif
kalau bisa sistem pembatalan tidak merusak performa driverterkadang banyak cs yg jail dan jahat yg suka menganiaya driver,negatif
paylaternya dong segera di acc biar tambah semangat menggunakan aplikasinya,positif
mau masuk aja kok rbet mintak pin segala ngk kyak grep msuk pkai nmr hp langsung bsa psan ini gk msuk aplikasi gojek buat aq mending pkai grrep aja lah yang lbih muda msuk nya,negatif
kalo dipakai pesen titiknya sini jadi sana saya pernah pesen titik di rumah tapi tiba ada pesan kok disawah yaa  kan kasian udah beberapa kali gini trus semoga bisa diperbaiki,netral
sangat membantu lebih dtingkatkan lg kenyamanany,positif
innalilahi wainalilahi roziun saya ikut berduka atas ketidakmampuan gojek mengembalikan gopay saya yg gagal transfer ke bank pada tanggal  juni  hanya k sebelum by adm k saya relakan gopay itu saya anggap bantu kaum fakir miskin sungguh memalukan bangsa ini dengan sebutkan karya anak bangsa tapi sistemnya 👎👎👎👎👎 bukan bintang,negatif
maaf sblm nya sy cmn mau blg aj sy jg sring kan pake gojek knp ya jrang bgt dpt promo nya pdhl tmn sy yg g prnah sring dpt promo nya mohon dievaluasi ya terima kasih,netral
tidak bisa update saya uninstall trs ga bisa install ulang lg,netral
sangat membantu hanya saja untuk delivery food harga lebih mahal dari restoran,positif
apaan sih berlangganan gojek plus tapi voucher yg didapat nggak worth it mending ga usah,negatif
